baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	transcript_id	drought_up	evalue	bitscore	annotation	candidate_tier	subject_id	pident	aln_length	evalue	bitscore	annotation	candidate_tier	candidate_tier_merge_results_py
1252.9159732199	2.01928230755203	0.159465838210398	12.6627892858645	9.5060742499816e-37	1.12363271444744e-34	MSTRG.4655.1	TRUE	7.65e-57	225.0	sp|O75691|UTP20_HUMAN Small subunit processome component 20 homolog OS=Homo sapiens OX=9606 GN=UTP20 PE=1 SV=3	Tier 3 — Novel, other homolog	sp|O75691|UTP20_HUMAN	31.402	535	7.65e-57	225.0	sp|O75691|UTP20_HUMAN Small subunit processome component 20 homolog OS=Homo sapiens OX=9606 GN=UTP20 PE=1 SV=3	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
530.23870813072	3.29966883140406	0.262454607391938	12.5723410390601	2.99715546813227e-36	3.4674223503855e-34	MSTRG.3858.1	TRUE	5.27e-12	67.8	sp|P37707|B2_DAUCA B2 protein OS=Daucus carota OX=4039 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|P37707|B2_DAUCA	49.206	63	5.27e-12	67.8	sp|P37707|B2_DAUCA B2 protein OS=Daucus carota OX=4039 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1228.20031894222	3.20144487433534	0.255587238166409	12.525840090071	5.39174012865434e-36	6.16291255485167e-34	MSTRG.18418.1	TRUE	1.84e-35	99.4	sp|F4IDJ0|NOC3_ARATH Nucleolar complex-associated protein 3 OS=Arabidopsis thaliana OX=3702 GN=NOC3 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|F4IDJ0|NOC3_ARATH	44.094	127	1.84e-35	99.4	sp|F4IDJ0|NOC3_ARATH Nucleolar complex-associated protein 3 OS=Arabidopsis thaliana OX=3702 GN=NOC3 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1980.76547564572	2.3777085882667	0.192442911321372	12.3553970990182	4.55501337620485e-35	4.98241348352737e-33	MSTRG.5341.1	TRUE	1.7e-16	59.3	sp|Q8RWN0|ULP1C_ARATH Ubiquitin-like-specific protease 1C OS=Arabidopsis thaliana OX=3702 GN=ULP1C PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q8RWN0|ULP1C_ARATH	57.500	40	1.7e-16	59.3	sp|Q8RWN0|ULP1C_ARATH Ubiquitin-like-specific protease 1C OS=Arabidopsis thaliana OX=3702 GN=ULP1C PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
20362.3836291154	2.32374777599205	0.193670992071612	11.9984296622636	3.62101429977472e-33	3.48128789678215e-31	MSTRG.46022.1	TRUE	1.67e-12	65.9	sp|Q5I7K3|RS29_WHEAT Small ribosomal subunit protein uS14 OS=Triticum aestivum OX=4565 GN=RPS29 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q5I7K3|RS29_WHEAT	90.909	33	1.67e-12	65.9	sp|Q5I7K3|RS29_WHEAT Small ribosomal subunit protein uS14 OS=Triticum aestivum OX=4565 GN=RPS29 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
816.864553675175	2.03491332297244	0.17050795855046	11.9344184299188	7.83042469452052e-33	7.41604445602788e-31	MSTRG.16516.1	TRUE				Tier 1 — Novel, no homolog							Tier 1 — Novel, no homolog	Tier 3 — Novel, other/no homolog
3712.39982975145	14.7425723464021	1.23596160009905	11.928018107699	8.45628151232907e-33	7.97904582301941e-31	MSTRG.8267.6	TRUE	3.04e-18	97.4	sp|P04323|POL3_DROME Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1	Tier 3 — Novel, other homolog	sp|P04323|POL3_DROME	28.525	305	3.04e-18	97.4	sp|P04323|POL3_DROME Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
7120.42152293706	2.5638294633805	0.215358250941048	11.9049511786865	1.11528560288849e-32	1.03820969919681e-30	MSTRG.14947.1	TRUE	5.47e-07	50.8	sp|Q9XIA7|TOM6_ARATH Mitochondrial import receptor subunit TOM6 homolog OS=Arabidopsis thaliana OX=3702 GN=TOM6 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q9XIA7|TOM6_ARATH	40.741	54	5.47e-07	50.8	sp|Q9XIA7|TOM6_ARATH Mitochondrial import receptor subunit TOM6 homolog OS=Arabidopsis thaliana OX=3702 GN=TOM6 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
761.922181233281	2.50116687986285	0.213713168726	11.7033821302307	1.22472924601389e-31	1.07449203355695e-29	MSTRG.35126.8	TRUE				Tier 1 — Novel, no homolog							Tier 1 — Novel, no homolog	Tier 3 — Novel, other/no homolog
1265.11431735424	2.11313753316327	0.182472693209553	11.5805685551894	5.17020058129523e-31	4.33637065256269e-29	MSTRG.43537.1	TRUE				Tier 1 — Novel, no homolog							Tier 1 — Novel, no homolog	Tier 3 — Novel, other/no homolog
821.417591040504	2.15054252951957	0.186713112456801	11.5178977053212	1.07194482795534e-30	8.75000788900593e-29	MSTRG.18989.1	TRUE	3.4e-172	374.0	sp|P31252|UBE13_WHEAT Ubiquitin-activating enzyme E1 3 OS=Triticum aestivum OX=4565 GN=UBA3 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|P31252|UBE13_WHEAT	65.074	272	3.4e-172	374.0	sp|P31252|UBE13_WHEAT Ubiquitin-activating enzyme E1 3 OS=Triticum aestivum OX=4565 GN=UBA3 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1961.12749766648	13.8220485515808	1.20128859070779	11.5060183360578	1.23028554719615e-30	1.00210438160507e-28	MSTRG.8020.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
2035.63888211848	13.8758483238081	1.23266769615068	11.2567631707547	2.14492995672763e-29	1.62877948108481e-27	MSTRG.38687.2	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
20510.8385402716	2.19171070167265	0.195654449802207	11.2019466150058	3.98871244758918e-29	2.96972106449413e-27	MSTRG.44655.1	TRUE	1.43e-13	68.6	sp|Q5I7K3|RS29_WHEAT Small ribosomal subunit protein uS14 OS=Triticum aestivum OX=4565 GN=RPS29 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q5I7K3|RS29_WHEAT	90.909	33	1.43e-13	68.6	sp|Q5I7K3|RS29_WHEAT Small ribosomal subunit protein uS14 OS=Triticum aestivum OX=4565 GN=RPS29 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1854.51464533848	2.60146722329914	0.232644748890116	11.1821446033492	4.98700541055623e-29	3.70213527264662e-27	MSTRG.11696.1	TRUE	1.08e-22	108.0	sp|Q0WVH0|RBLOT_ARATH Protein REBELOTE OS=Arabidopsis thaliana OX=3702 GN=RBL PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q0WVH0|RBLOT_ARATH	34.356	163	1.08e-22	108.0	sp|Q0WVH0|RBLOT_ARATH Protein REBELOTE OS=Arabidopsis thaliana OX=3702 GN=RBL PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
2023.58821180906	2.10081873414601	0.192608134186119	10.9072170966361	1.06465747723985e-27	7.33901320657921e-26	MSTRG.37244.1	TRUE	1.59e-57	217.0	sp|Q0D6V7|BOP1_ORYSJ Ribosome biogenesis protein BOP1 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=BOP1 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q0D6V7|BOP1_ORYSJ	53.114	273	1.59e-57	217.0	sp|Q0D6V7|BOP1_ORYSJ Ribosome biogenesis protein BOP1 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=BOP1 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1672.42050953964	13.5922621592674	1.25679331981891	10.8150337409701	2.92185143430663e-27	1.96439112302943e-25	MSTRG.12013.2	TRUE	9.55e-44	115.0	sp|Q7XTT4|NUCL2_ORYSJ Nucleolin 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0620700 PE=2 SV=2	Tier 3 — Novel, other homolog	sp|Q7XTT4|NUCL2_ORYSJ	42.169	166	9.55e-44	115.0	sp|Q7XTT4|NUCL2_ORYSJ Nucleolin 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0620700 PE=2 SV=2	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
12851.3435886529	3.77955808402279	0.349797193936829	10.8049982948272	3.25963067845539e-27	2.18570134499067e-25	MSTRG.38687.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
1755.54001032994	13.6622867227925	1.27540519752287	10.7121146670311	8.92983622185425e-27	5.81427978940366e-25	MSTRG.45098.4	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
1309.32554856699	13.2390024761988	1.2370849922173	10.7017727637854	9.98494018665321e-27	6.48978550580086e-25	MSTRG.45486.4	TRUE	3.47e-06	55.8	sp|A0A1P8ASY1|JHS1_ARATH DNA replication ATP-dependent helicase/nuclease JHS1 OS=Arabidopsis thaliana OX=3702 GN=JHS1 PE=2 SV=1	Tier 2 — Novel, stress-related homolog	sp|A0A1P8ASY1|JHS1_ARATH	46.053	76	3.47e-06	55.8	sp|A0A1P8ASY1|JHS1_ARATH DNA replication ATP-dependent helicase/nuclease JHS1 OS=Arabidopsis thaliana OX=3702 GN=JHS1 PE=2 SV=1	Tier 2 — Novel, stress-related homolog	Tier 2 — Novel, stress-related homolog
5239.79047903398	15.2398022107645	1.43097347015919	10.6499544041645	1.74450483937196e-26	1.10926646333377e-24	MSTRG.42967.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
1484.67458409297	3.38638323938428	0.319936310156298	10.5845542749741	3.5144942847625e-26	2.1890934989403e-24	MSTRG.36928.5	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
1211.19322613027	1.5146799666586	0.143232604715392	10.574966291148	3.89317474774624e-26	2.41706549485483e-24	MSTRG.35163.1	TRUE				Tier 1 — Novel, no homolog							Tier 1 — Novel, no homolog	Tier 3 — Novel, other/no homolog
4856.60189814327	2.39697877321427	0.2280367909622	10.5113686396841	7.65741019397496e-26	4.6077423298236e-24	MSTRG.29272.6	TRUE	4.27e-46	188.0	sp|O00370|LORF2_HUMAN LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|O00370|LORF2_HUMAN	30.387	543	4.27e-46	188.0	sp|O00370|LORF2_HUMAN LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1462.65354649603	13.3989708675603	1.27684295678671	10.4938283884809	9.22145783416554e-26	5.48396213164416e-24	MSTRG.23417.1	TRUE	2.68e-88	190.0	sp|Q6H6N5|NIN3_ORYSJ Neutral/alkaline invertase 3, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=NIN3 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q6H6N5|NIN3_ORYSJ	70.455	132	2.68e-88	190.0	sp|Q6H6N5|NIN3_ORYSJ Neutral/alkaline invertase 3, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=NIN3 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1910.9476654661	13.7846345045651	1.32585958173015	10.3967529401395	2.56526052790995e-25	1.4838805967212e-23	MSTRG.42966.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
952.722866432441	12.7804105957439	1.23024411218771	10.3885159612891	2.79670654982906e-25	1.61042981388948e-23	MSTRG.6129.1	TRUE	4.58e-13	73.9	sp|Q9M4U5|HDT2_MAIZE Histone deacetylase HDT2 OS=Zea mays OX=4577 GN=HDT2 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q9M4U5|HDT2_MAIZE	51.471	68	4.58e-13	73.9	sp|Q9M4U5|HDT2_MAIZE Histone deacetylase HDT2 OS=Zea mays OX=4577 GN=HDT2 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1008.62157360585	2.97864624458298	0.286751013345298	10.3875700728429	2.82457486696922e-25	1.62402404115938e-23	MSTRG.21998.1	TRUE	5.25e-99	169.0	sp|Q9XID0|FAB1D_ARATH Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D OS=Arabidopsis thaliana OX=3702 GN=FAB1D PE=3 SV=1	Tier 2 — Novel, stress-related homolog	sp|Q9XID0|FAB1D_ARATH	38.489	278	5.25e-99	169.0	sp|Q9XID0|FAB1D_ARATH Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D OS=Arabidopsis thaliana OX=3702 GN=FAB1D PE=3 SV=1	Tier 2 — Novel, stress-related homolog	Tier 2 — Novel, stress-related homolog
840.52845728203	12.5996771465875	1.21562490992549	10.3647737420581	3.58606128108e-25	2.03878681632766e-23	MSTRG.11862.1	TRUE	1.05e-99	331.0	sp|Q9FLJ6|PP439_ARATH Pentatricopeptide repeat-containing protein At5g61370, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g61370 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q9FLJ6|PP439_ARATH	44.444	423	1.05e-99	331.0	sp|Q9FLJ6|PP439_ARATH Pentatricopeptide repeat-containing protein At5g61370, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g61370 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
4412.70279097716	1.78436233584475	0.173024398167714	10.312778745314	6.16913268439599e-25	3.40822228882862e-23	MSTRG.25101.1	TRUE	6.57e-10	58.9	sp|Q9M7X7|RL291_ARATH Large ribosomal subunit protein eL29z OS=Arabidopsis thaliana OX=3702 GN=RPL29A PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q9M7X7|RL291_ARATH	80.000	35	6.57e-10	58.9	sp|Q9M7X7|RL291_ARATH Large ribosomal subunit protein eL29z OS=Arabidopsis thaliana OX=3702 GN=RPL29A PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
7297.63567275462	15.7177072199157	1.52639999465301	10.2972400910475	7.25118543475871e-25	3.98006031350615e-23	MSTRG.26934.1	TRUE	3.82e-10	58.2	sp|Q0DKW8|LTI6B_ORYSJ Hydrophobic protein LTI6B OS=Oryza sativa subsp. japonica OX=39947 GN=LTI6B PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q0DKW8|LTI6B_ORYSJ	68.889	45	3.82e-10	58.2	sp|Q0DKW8|LTI6B_ORYSJ Hydrophobic protein LTI6B OS=Oryza sativa subsp. japonica OX=39947 GN=LTI6B PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
998.813963026997	12.8487039991534	1.25089185323764	10.2716345668873	9.45882447361567e-25	5.13633032669842e-23	MSTRG.38836.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
814.487972910839	12.5543025088916	1.22280064148837	10.2668432473266	9.94042157582338e-25	5.3901688544863e-23	MSTRG.26348.2	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
1128.69624678538	13.0248767530404	1.26973639909357	10.2579376021184	1.09010017273162e-24	5.89845544138103e-23	MSTRG.40256.1	TRUE	1.66e-32	135.0	sp|Q8VZY6|FIE2_MAIZE Polycomb group protein FIE2 OS=Zea mays OX=4577 GN=FIE2 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q8VZY6|FIE2_MAIZE	81.481	81	1.66e-32	135.0	sp|Q8VZY6|FIE2_MAIZE Polycomb group protein FIE2 OS=Zea mays OX=4577 GN=FIE2 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1786.55238517823	13.6875293703828	1.34106142274345	10.2064895300484	1.85453419018258e-24	9.82555153992495e-23	MSTRG.9649.1	TRUE	1.55e-45	172.0	sp|Q6Z312|BZP23_ORYSJ bZIP transcription factor 23 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP23 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q6Z312|BZP23_ORYSJ	74.214	159	1.55e-45	172.0	sp|Q6Z312|BZP23_ORYSJ bZIP transcription factor 23 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP23 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1144.77389878163	13.0453797804745	1.27865453384679	10.2024271882319	1.93378330154846e-24	1.02099472929401e-22	MSTRG.21211.2	TRUE	2.06e-16	50.4	sp|Q93ZG9|FKB53_ARATH Peptidyl-prolyl cis-trans isomerase FKBP53 OS=Arabidopsis thaliana OX=3702 GN=FKBP53 PE=1 SV=1	Tier 3 — Novel, other homolog	sp|Q93ZG9|FKB53_ARATH	83.333	30	2.06e-16	50.4	sp|Q93ZG9|FKB53_ARATH Peptidyl-prolyl cis-trans isomerase FKBP53 OS=Arabidopsis thaliana OX=3702 GN=FKBP53 PE=1 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
766.077054954605	12.4658864266156	1.22274070429927	10.1950367586393	2.08665580081125e-24	1.09942389947374e-22	MSTRG.5080.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
735.182059422652	12.4064366786281	1.21939598875754	10.1742475725783	2.58389191105453e-24	1.35206533492654e-22	MSTRG.16826.3	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
825.634114691122	12.5738613120684	1.23732835591915	10.1621055170339	2.92686354567416e-24	1.52629327443364e-22	MSTRG.44482.2	TRUE	2.44e-06	56.6	sp|Q6YVM4|CESA6_ORYSJ Probable cellulose synthase A catalytic subunit 6 [UDP-forming] OS=Oryza sativa subsp. japonica OX=39947 GN=CESA6 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q6YVM4|CESA6_ORYSJ	87.097	31	2.44e-06	56.6	sp|Q6YVM4|CESA6_ORYSJ Probable cellulose synthase A catalytic subunit 6 [UDP-forming] OS=Oryza sativa subsp. japonica OX=39947 GN=CESA6 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
767.215133512451	12.4678383771137	1.23476872703905	10.0973065676932	5.67802595750692e-24	2.88019094477929e-22	MSTRG.9305.1	TRUE	3.72e-11	72.0	sp|P59278|Y1745_ARATH Uncharacterized protein At1g51745 OS=Arabidopsis thaliana OX=3702 GN=At1g51745 PE=2 SV=2	Tier 3 — Novel, other homolog	sp|P59278|Y1745_ARATH	60.000	50	3.72e-11	72.0	sp|P59278|Y1745_ARATH Uncharacterized protein At1g51745 OS=Arabidopsis thaliana OX=3702 GN=At1g51745 PE=2 SV=2	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
1125.88269131342	13.0213065726555	1.30072075560617	10.0108393877264	1.36588671991189e-23	6.69249379987675e-22	MSTRG.8020.2	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
720.837373333179	12.3779222041296	1.24195681865919	9.96646744730845	2.13694474126208e-23	1.03310505436792e-21	MSTRG.13321.2	TRUE	9.13e-44	166.0	sp|Q6Z312|BZP23_ORYSJ bZIP transcription factor 23 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP23 PE=2 SV=1	Tier 3 — Novel, other homolog	sp|Q6Z312|BZP23_ORYSJ	73.125	160	9.13e-44	166.0	sp|Q6Z312|BZP23_ORYSJ bZIP transcription factor 23 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP23 PE=2 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
875.206618421783	12.6580936087276	1.27011967054363	9.9660637515438	2.14564495603797e-23	1.03665381145966e-21	MSTRG.37197.1	TRUE				Tier 1 — Novel, no homolog, highly induced							Tier 1 — Novel, no homolog, highly induced	Tier 1 — Novel, no homolog, highly induced
635.3391767397	12.1958411310717	1.22508459208613	9.95510123125787	2.39578925540018e-23	1.15385327120474e-21	MSTRG.15372.6	TRUE	4.84e-14	57.4	sp|Q38CE9|PIF6_TRYB2 ATP-dependent DNA helicase PIF6 OS=Trypanosoma brucei brucei (strain 927/4 GUTat10.1) OX=185431 GN=PIF6 PE=3 SV=1	Tier 3 — Novel, other homolog	sp|Q38CE9|PIF6_TRYB2	30.729	192	4.84e-14	57.4	sp|Q38CE9|PIF6_TRYB2 ATP-dependent DNA helicase PIF6 OS=Trypanosoma brucei brucei (strain 927/4 GUTat10.1) OX=185431 GN=PIF6 PE=3 SV=1	Tier 3 — Novel, other homolog	Tier 3 — Novel, other/no homolog
